bmc_sample_code,sample,run_code
D18-218488-lane2,c07_D01_lane2,lane2
D18-218489-lane1,d08_D10_lane1,lane1
D18-218489-lane2,d08_D10_lane2,lane2
D18-218490-lane1,d08_D11_lane1,lane1
D18-218490-lane2,d08_D11_lane2,lane2
D18-218491-lane1,d08_D12_lane1,lane1
D18-218491-lane2,d08_D12_lane2,lane2
D18-218492-lane1,d08_D13_lane1,lane1
D18-218492-lane2,d08_D13_lane2,lane2
D18-218493-lane1,d08_D14_lane1,lane1
D18-218493-lane2,d08_D14_lane2,lane2
D18-218494-lane1,a08_D01_lane1,lane1
D18-218494-lane2,a08_D01_lane2,lane2
D18-218495-lane1,b08_D01_lane1,lane1
D18-218495-lane2,b08_D01_lane2,lane2
D18-218496-lane1,c08_D01_lane1,lane1
D18-218496-lane2,c08_D01_lane2,lane2
D18-218497-lane1,d09_D10_lane1,lane1
D18-218497-lane2,d09_D10_lane2,lane2
D18-218498-lane1,d09_D11_lane1,lane1
D18-218498-lane2,d09_D11_lane2,lane2
D18-218499-lane1,d09_D12_lane1,lane1
D18-218499-lane2,d09_D12_lane2,lane2
D18-218500-lane1,d09_D13_lane1,lane1
D18-218500-lane2,d09_D13_lane2,lane2
D18-218501-lane1,d09_D14_lane1,lane1
D18-218501-lane2,d09_D14_lane2,lane2
D18-218502-lane1,a09_D01_lane1,lane1
D18-218502-lane2,a09_D01_lane2,lane2
D18-218503-lane1,b09_D01_lane1,lane1
D18-218503-lane2,b09_D01_lane2,lane2
D18-218504-lane1,c09_D01_lane1,lane1
D18-218504-lane2,c09_D01_lane2,lane2
D18-218505-lane1,d10_D10_lane1,lane1
D18-218505-lane2,d10_D10_lane2,lane2
D18-218506-lane1,d10_D11_lane1,lane1
D18-218506-lane2,d10_D11_lane2,lane2
D18-218507-lane1,d10_D12_lane1,lane1
D18-218507-lane2,d10_D12_lane2,lane2
D18-218508-lane1,d10_D13_lane1,lane1
D18-218508-lane2,d10_D13_lane2,lane2
D18-218509-lane1,d10_D14_lane1,lane1
D18-218509-lane2,d10_D14_lane2,lane2
D18-218510-lane1,a10_D01_lane1,lane1
D18-218510-lane2,a10_D01_lane2,lane2
D18-218511-lane1,b10_D01_lane1,lane1
D18-218511-lane2,b10_D01_lane2,lane2
D18-218512-lane1,c10_D01_lane1,lane1
D18-218512-lane2,c10_D01_lane2,lane2
D18-218513-lane1,d01_D11_lane1,lane1
D18-218513-lane2,d01_D11_lane2,lane2
D18-218514-lane1,d01_D12_lane1,lane1
D18-218514-lane2,d01_D12_lane2,lane2
D18-218515-lane1,d01_D13_lane1,lane1
D18-218515-lane2,d01_D13_lane2,lane2
D18-218516-lane1,d01_D14_lane1,lane1
D18-218516-lane2,d01_D14_lane2,lane2
D18-218517-lane1,a01_D01_lane1,lane1
D18-218517-lane2,a01_D01_lane2,lane2
D18-218518-lane1,b01_D01_lane1,lane1
D18-218518-lane2,b01_D01_lane2,lane2
D18-218519-lane1,c01_D01_lane1,lane1
D18-218519-lane2,c01_D01_lane2,lane2
D18-218520-lane1,a05_D14_lane1,lane1
D18-218520-lane2,a05_D14_lane2,lane2
D18-218521-lane1,d02_D11_lane1,lane1
D18-218521-lane2,d02_D11_lane2,lane2
D18-218522-lane1,d02_D12_lane1,lane1
D18-218522-lane2,d02_D12_lane2,lane2
D18-218523-lane1,d02_D13_lane1,lane1
D18-218523-lane2,d02_D13_lane2,lane2
D18-218524-lane1,d02_D14_lane1,lane1
D18-218524-lane2,d02_D14_lane2,lane2
D18-218525-lane1,a02_D01_lane1,lane1
D18-218525-lane2,a02_D01_lane2,lane2
D18-218526-lane1,b02_D01_lane1,lane1
D18-218526-lane2,b02_D01_lane2,lane2
D18-218527-lane1,c02_D01_lane1,lane1
D18-218527-lane2,c02_D01_lane2,lane2
D18-218528-lane1,a06_D14_lane1,lane1
D18-218528-lane2,a06_D14_lane2,lane2
D18-218529-lane1,d03_D11_lane1,lane1
D18-218529-lane2,d03_D11_lane2,lane2
D18-218530-lane1,d03_D12_lane1,lane1
D18-218530-lane2,d03_D12_lane2,lane2
D18-218531-lane1,d03_D13_lane1,lane1
D18-218531-lane2,d03_D13_lane2,lane2
D18-218532-lane1,d03_D14_lane1,lane1
D18-218532-lane2,d03_D14_lane2,lane2
D18-218533-lane1,a03_D01_lane1,lane1
D18-218533-lane2,a03_D01_lane2,lane2
D18-218534-lane1,b03_D01_lane1,lane1
D18-218534-lane2,b03_D01_lane2,lane2
D18-218535-lane1,c03_D01_lane1,lane1
D18-218535-lane2,c03_D01_lane2,lane2
D18-218536-lane1,a07_D14_lane1,lane1
D18-218536-lane2,a07_D14_lane2,lane2
D18-218537-lane1,d04_D11_lane1,lane1
D18-218537-lane2,d04_D11_lane2,lane2
D18-218538-lane1,d04_D12_lane1,lane1
D18-218538-lane2,d04_D12_lane2,lane2
D18-218539-lane1,d04_D13_lane1,lane1
D18-218539-lane2,d04_D13_lane2,lane2
D18-218540-lane1,d04_D14_lane1,lane1
D18-218540-lane2,d04_D14_lane2,lane2
D18-218541-lane1,a04_D01_lane1,lane1
D18-218541-lane2,a04_D01_lane2,lane2
D18-218542-lane1,b04_D01_lane1,lane1
D18-218542-lane2,b04_D01_lane2,lane2
D18-218543-lane1,c04_D01_lane1,lane1
D18-218543-lane2,c04_D01_lane2,lane2
D18-218544-lane1,a08_D14_lane1,lane1
D18-218544-lane2,a08_D14_lane2,lane2
D18-218545-lane1,d05_D11_lane1,lane1
D18-218545-lane2,d05_D11_lane2,lane2
D18-218546-lane1,d05_D12_lane1,lane1
D18-218546-lane2,d05_D12_lane2,lane2
D18-218547-lane1,d05_D13_lane1,lane1
D18-218547-lane2,d05_D13_lane2,lane2
D18-218548-lane1,d05_D14_lane1,lane1
D18-218548-lane2,d05_D14_lane2,lane2
D18-218549-lane1,a05_D01_lane1,lane1
D18-218549-lane2,a05_D01_lane2,lane2
D18-218550-lane1,b05_D01_lane1,lane1
D18-218550-lane2,b05_D01_lane2,lane2
D18-218551-lane1,c05_D01_lane1,lane1
D18-218551-lane2,c05_D01_lane2,lane2
D18-218552-lane1,a09_D14_lane1,lane1
D18-218552-lane2,a09_D14_lane2,lane2
D18-218553-lane1,d06_D11_lane1,lane1
D18-218553-lane2,d06_D11_lane2,lane2
D18-218554-lane1,d06_D12_lane1,lane1
D18-218554-lane2,d06_D12_lane2,lane2
D18-218555-lane1,d06_D13_lane1,lane1
D18-218555-lane2,d06_D13_lane2,lane2
D18-218556-lane1,d06_D14_lane1,lane1
D18-218556-lane2,d06_D14_lane2,lane2
D18-218557-lane1,a06_D01_lane1,lane1
D18-218557-lane2,a06_D01_lane2,lane2
D18-218558-lane1,b06_D01_lane1,lane1
D18-218558-lane2,b06_D01_lane2,lane2
D18-218559-lane1,c06_D01_lane1,lane1
D18-218559-lane2,c06_D01_lane2,lane2
D18-218560-lane1,a10_D14_lane1,lane1
D18-218560-lane2,a10_D14_lane2,lane2
